Restaurant Name,Location,Rating,Votes,Cost for Two,Online Order,Book Table,Restaurant Type,Service Type,Chain Name
Stevenson LLC,Koramangala,3.1,74068,4520,Yes,Yes,Quick Bites,Delivery,The Black Pearl
"Mack, Pope and Chandler",MG Road,3.0,75615,2207,Yes,Yes,Casual Dining,Cafes,Brew and Barbeque
Watts PLC,Jayanagar,4.4,25411,4378,Yes,Yes,Delivery,Cafes,Nagarjuna
Wang-Mcfarland,Whitefield,4.6,124431,665,Yes,Yes,Cafe,Dine-out,Truffles
Gray and Sons,Koramangala,2.2,40526,3100,No,No,Cafe,Delivery,Brew and Barbeque
Jones LLC,JP Nagar,2.8,82638,948,Yes,Yes,Casual Dining,Delivery,Brew and Barbeque
Brady Inc,Koramangala,1.9,17432,1130,Yes,Yes,Casual Dining,Buffet,Toit
Smith-Burns,Marathahalli,1.9,105394,5521,Yes,Yes,Casual Dining,Cafes,Biergarten
Wilson-Salinas,HSR,1.8,81089,2369,Yes,No,Delivery,Dine-out,Brew and Barbeque
"Thompson, Thomas and Nguyen",JP Nagar,3.5,35684,2788,No,Yes,Casual Dining,Buffet,The Black Pearl
"Hicks, Edwards and Dunn",BTM,3.8,149661,5206,No,No,Quick Bites,Buffet,The Black Pearl
"Keller, Johnson and May",MG Road,2.5,86373,2777,Yes,No,Cafe,Desserts,Biergarten
Contreras Ltd,Jayanagar,3.4,96674,691,Yes,No,Dessert Parlor,Desserts,Windmills Craftworks
Morse-Lin,Indiranagar,2.1,50211,1294,Yes,No,Dessert Parlor,Cafes,Nagarjuna
Morton PLC,JP Nagar,4.4,134011,658,Yes,No,Quick Bites,Desserts,Empire
Davis Group,Indiranagar,2.7,129990,2789,Yes,No,Dessert Parlor,Delivery,Nagarjuna
Roberts Inc,Marathahalli,4.3,94568,2323,No,Yes,Cafe,Dine-out,Windmills Craftworks
Marks-Mccoy,Marathahalli,3.2,126474,2273,No,No,Dessert Parlor,Buffet,Windmills Craftworks
Williams Group,Church Street,2.4,80257,3699,No,Yes,Casual Dining,Buffet,Toit
"Rodriguez, Davis and Jarvis",Jayanagar,3.5,133974,1311,No,No,Dessert Parlor,Buffet,Biergarten
Miller and Sons,Marathahalli,2.8,95694,1903,No,No,Dessert Parlor,Dine-out,Empire
Fernandez-Hanson,BTM,4.7,76098,5551,No,Yes,Dessert Parlor,Delivery,Biergarten
"Carroll, Rodriguez and Carney",Whitefield,1.6,66637,399,No,Yes,Cafe,Cafes,Brew and Barbeque
Martin-Barry,JP Nagar,3.6,11419,958,No,Yes,Dessert Parlor,Desserts,TBC Sky Lounge
Mckinney PLC,HSR,4.4,66298,4039,Yes,No,Dessert Parlor,Dine-out,The Fatty Bao
Jackson Ltd,HSR,2.8,27313,5988,No,No,Quick Bites,Delivery,The Fatty Bao
Knight-Bass,Indiranagar,2.3,97457,681,Yes,No,Quick Bites,Desserts,Empire
Murray Ltd,MG Road,2.4,70117,1466,No,No,Quick Bites,Dine-out,The Fatty Bao
Jones and Sons,Whitefield,4.3,130918,5045,No,No,Cafe,Cafes,Windmills Craftworks
Dennis-Baxter,Church Street,3.9,92899,5305,No,No,Dessert Parlor,Delivery,Biergarten
Kelly-Baldwin,Marathahalli,4.0,28634,4238,No,Yes,Delivery,Delivery,Empire
Buckley-Pearson,JP Nagar,2.0,38038,5793,No,Yes,Quick Bites,Dine-out,Nagarjuna
Sanchez LLC,JP Nagar,2.9,33916,4097,No,Yes,Delivery,Buffet,Windmills Craftworks
"Williams, Fuller and Flores",Indiranagar,4.2,72564,531,No,No,Cafe,Cafes,The Black Pearl
Tran Ltd,Whitefield,2.1,99040,2095,Yes,Yes,Casual Dining,Cafes,Toit
Benjamin-Gordon,HSR,4.0,34418,4557,Yes,Yes,Delivery,Cafes,Brew and Barbeque
Smith-King,Church Street,2.7,137868,1304,No,No,Delivery,Buffet,Windmills Craftworks
Boyd-Keller,HSR,2.2,55111,2807,No,Yes,Quick Bites,Buffet,TBC Sky Lounge
"Williams, Costa and Gonzalez",HSR,4.0,136332,1969,No,Yes,Casual Dining,Cafes,The Black Pearl
Coleman-Stephens,Indiranagar,1.5,99455,211,No,No,Quick Bites,Delivery,Windmills Craftworks
"Cooper, Cox and Gordon",JP Nagar,4.6,65908,5909,No,No,Cafe,Dine-out,Truffles
Hill-Braun,Whitefield,2.8,93457,4102,Yes,Yes,Casual Dining,Cafes,Biergarten
Burns Inc,Indiranagar,3.5,146661,1793,Yes,No,Quick Bites,Delivery,Nagarjuna
Jones-White,BTM,1.7,54953,2108,No,No,Quick Bites,Delivery,Biergarten
Kennedy-Smith,Church Street,3.2,50543,2454,Yes,No,Dessert Parlor,Cafes,Toit
"Shaw, Reed and Koch",HSR,3.9,118988,5687,No,Yes,Dessert Parlor,Dine-out,The Fatty Bao
Tucker-Reed,MG Road,4.0,77,5176,Yes,No,Quick Bites,Dine-out,Toit
May-Chase,MG Road,3.8,125207,899,Yes,Yes,Dessert Parlor,Desserts,Windmills Craftworks
"White, Farmer and Kim",BTM,2.1,84774,4871,No,Yes,Quick Bites,Dine-out,TBC Sky Lounge
Howell-Page,Whitefield,4.3,135301,4005,No,Yes,Delivery,Cafes,Truffles
"Ochoa, Rollins and Shah",Church Street,1.6,43879,1810,Yes,Yes,Delivery,Delivery,Nagarjuna
"Fields, Bridges and Bailey",Koramangala,4.8,121869,2954,Yes,Yes,Cafe,Delivery,TBC Sky Lounge
James Inc,Indiranagar,1.7,134551,5322,No,No,Cafe,Desserts,Truffles
Anderson-Lewis,BTM,2.7,141884,2969,Yes,No,Dessert Parlor,Delivery,Windmills Craftworks
Martinez and Sons,BTM,1.7,114760,1641,Yes,No,Delivery,Desserts,Windmills Craftworks
"Bennett, Morrison and Lee",Jayanagar,1.9,46666,4309,No,No,Casual Dining,Desserts,The Black Pearl
"Grant, Nelson and Lambert",Koramangala,4.2,35224,522,No,Yes,Dessert Parlor,Cafes,Brew and Barbeque
Lee-Bowers,Indiranagar,3.9,67970,3487,Yes,Yes,Delivery,Buffet,Windmills Craftworks
"Nelson, Smith and Roberts",JP Nagar,4.8,52750,4902,No,Yes,Delivery,Buffet,Truffles
Molina Group,Koramangala,4.9,115777,4754,No,No,Dessert Parlor,Cafes,Truffles
"Davis, Knight and Wright",Koramangala,3.7,22565,647,No,No,Delivery,Dine-out,The Fatty Bao
"Griffin, Edwards and Rodriguez",Koramangala,4.8,132131,3866,Yes,No,Dessert Parlor,Desserts,Brew and Barbeque
Krueger Inc,JP Nagar,3.1,13742,793,Yes,No,Dessert Parlor,Dine-out,The Black Pearl
Ho-Garcia,Jayanagar,4.1,93431,5736,Yes,No,Quick Bites,Buffet,Empire
Martin LLC,Indiranagar,2.4,729,2598,Yes,No,Dessert Parlor,Dine-out,The Fatty Bao
"Diaz, Reynolds and Castillo",BTM,1.7,133431,3862,No,No,Dessert Parlor,Dine-out,The Fatty Bao
Kelley-Martinez,Church Street,2.0,13162,2006,Yes,No,Quick Bites,Cafes,Truffles
Johnson-Garcia,Whitefield,2.0,102086,4163,Yes,Yes,Quick Bites,Dine-out,Toit
Diaz-Mccoy,Indiranagar,3.4,89509,3950,No,Yes,Cafe,Dine-out,Biergarten
Watson-Martin,Koramangala,2.1,101816,3318,Yes,Yes,Dessert Parlor,Desserts,Toit
"Taylor, Franco and White",BTM,4.7,140962,1943,No,Yes,Quick Bites,Delivery,TBC Sky Lounge
Cross-Li,Koramangala,1.8,64468,5417,No,No,Quick Bites,Dine-out,Nagarjuna
Day-Thomas,MG Road,2.6,140546,2386,No,No,Casual Dining,Buffet,Toit
Parker-Hughes,Jayanagar,1.7,130746,2431,No,Yes,Cafe,Dine-out,TBC Sky Lounge
"Burch, Cunningham and Mccullough",Marathahalli,1.6,13348,2475,Yes,No,Cafe,Cafes,TBC Sky Lounge
"Weber, Ho and Barnes",Jayanagar,3.5,21623,5609,No,Yes,Dessert Parlor,Buffet,The Fatty Bao
"Blake, Wood and Hernandez",HSR,4.6,93801,4115,No,No,Casual Dining,Cafes,Windmills Craftworks
Irwin-Armstrong,BTM,4.4,114600,3715,Yes,Yes,Cafe,Desserts,Truffles
Ali Ltd,Koramangala,1.7,44663,4206,No,Yes,Casual Dining,Cafes,The Black Pearl
King Group,Church Street,3.3,123250,1618,No,Yes,Cafe,Desserts,Biergarten
Mann-Acosta,Whitefield,3.7,35754,1878,Yes,Yes,Casual Dining,Cafes,Nagarjuna
Jones-Graham,Indiranagar,1.6,32233,1933,Yes,Yes,Cafe,Cafes,Empire
"Pena, Warren and Owens",Koramangala,4.7,92050,3639,No,No,Casual Dining,Cafes,Windmills Craftworks
"Hamilton, Vang and Gomez",Whitefield,4.1,121817,5524,No,No,Casual Dining,Cafes,Brew and Barbeque
"Woods, Moore and White",Jayanagar,3.4,60479,4924,Yes,Yes,Delivery,Cafes,Brew and Barbeque
"Smith, Stone and Hester",Marathahalli,3.8,128866,5667,No,No,Cafe,Buffet,The Fatty Bao
"Nichols, Carlson and Thomas",Jayanagar,2.9,65993,4137,No,Yes,Dessert Parlor,Cafes,Biergarten
"Hall, Martin and Barber",Indiranagar,3.3,89669,5449,Yes,No,Cafe,Cafes,Brew and Barbeque
Sawyer PLC,HSR,1.7,95366,708,No,No,Dessert Parlor,Dine-out,Nagarjuna
"Woodard, Murray and Cooper",MG Road,3.3,37651,4034,No,No,Cafe,Dine-out,Biergarten
"Clayton, Gutierrez and Dawson",Indiranagar,3.0,145240,3163,Yes,No,Dessert Parlor,Dine-out,Nagarjuna
"Tran, Sanchez and Ferrell",MG Road,3.1,60869,5486,No,No,Casual Dining,Delivery,The Fatty Bao
"Hampton, Miller and Tyler",Marathahalli,2.0,108769,3737,Yes,Yes,Quick Bites,Dine-out,The Black Pearl
Sanchez PLC,Koramangala,2.4,50860,928,Yes,Yes,Quick Bites,Delivery,The Black Pearl
Patrick-Cox,Whitefield,4.7,133260,2353,Yes,No,Cafe,Cafes,Empire
"Frederick, Smith and Rice",MG Road,2.6,137129,4280,No,No,Quick Bites,Cafes,Brew and Barbeque
Dickerson and Sons,HSR,3.5,27362,3014,Yes,No,Quick Bites,Buffet,Nagarjuna
"Gonzalez, Austin and Drake",Marathahalli,4.8,90827,3925,Yes,No,Casual Dining,Buffet,Nagarjuna
Knight LLC,MG Road,2.2,131520,3937,Yes,Yes,Cafe,Cafes,The Fatty Bao
Garner-Carrillo,Jayanagar,4.7,113263,2227,Yes,No,Dessert Parlor,Buffet,Windmills Craftworks
Young Inc,Whitefield,3.1,139964,1353,No,No,Casual Dining,Delivery,Nagarjuna
Wade and Sons,Church Street,4.1,29066,3740,Yes,No,Delivery,Desserts,Windmills Craftworks
Fields-Hernandez,Marathahalli,3.0,44081,5048,Yes,No,Dessert Parlor,Cafes,Biergarten
"Cannon, Hicks and Perkins",Jayanagar,3.3,94876,1157,No,No,Quick Bites,Buffet,Truffles
Miller Inc,Church Street,4.0,12753,941,Yes,Yes,Delivery,Delivery,Nagarjuna
"Morgan, Mejia and Gutierrez",Indiranagar,3.9,82010,5738,Yes,Yes,Quick Bites,Desserts,Truffles
Haynes Group,HSR,1.9,33723,1217,No,Yes,Dessert Parlor,Delivery,Windmills Craftworks
"Alvarez, Hicks and Gonzalez",BTM,4.1,100330,1605,No,No,Delivery,Dine-out,Biergarten
Moore-Peck,Indiranagar,1.8,88242,3681,No,Yes,Quick Bites,Desserts,TBC Sky Lounge
Price-Miller,BTM,1.6,40815,2558,Yes,Yes,Delivery,Dine-out,Brew and Barbeque
Wilson Ltd,JP Nagar,3.9,23955,2465,Yes,Yes,Casual Dining,Buffet,Brew and Barbeque
Powell-Rodriguez,BTM,4.8,138173,2525,Yes,No,Quick Bites,Delivery,Biergarten
Potter-Gomez,Koramangala,3.4,49719,3038,Yes,No,Cafe,Cafes,Toit
"Lewis, Villarreal and Ramos",Church Street,2.2,64694,1708,Yes,No,Casual Dining,Dine-out,Windmills Craftworks
"Martinez, Cruz and Fuentes",Koramangala,1.5,53018,904,Yes,Yes,Delivery,Buffet,The Black Pearl
Potter Group,MG Road,2.1,86136,5955,Yes,Yes,Delivery,Buffet,TBC Sky Lounge
Martin Inc,Marathahalli,3.0,89964,2307,No,No,Casual Dining,Buffet,Biergarten
"White, Miller and Turner",Marathahalli,2.7,59055,2965,No,No,Dessert Parlor,Delivery,Windmills Craftworks
Payne Group,Marathahalli,4.8,47123,3391,No,No,Casual Dining,Cafes,TBC Sky Lounge
"Beck, West and Frazier",Church Street,2.3,33443,5174,No,Yes,Delivery,Delivery,Biergarten
"Davis, Kennedy and Hill",Whitefield,2.7,25758,1901,No,Yes,Quick Bites,Desserts,Toit
Larsen Ltd,Jayanagar,2.1,141461,5221,No,Yes,Cafe,Buffet,Truffles
Woodward LLC,JP Nagar,2.3,148113,772,Yes,Yes,Quick Bites,Buffet,The Black Pearl
"Price, Curry and Fox",Church Street,1.9,115773,3039,Yes,No,Cafe,Buffet,The Black Pearl
Gonzalez-Green,Koramangala,4.3,22102,933,No,Yes,Quick Bites,Delivery,The Fatty Bao
Mack Group,BTM,3.6,12031,231,No,No,Quick Bites,Buffet,Windmills Craftworks
"Gray, Rodriguez and Parks",JP Nagar,2.9,76058,2256,Yes,Yes,Dessert Parlor,Buffet,Nagarjuna
"Rodriguez, Jones and Thompson",Whitefield,2.4,40985,5852,Yes,Yes,Delivery,Dine-out,Biergarten
"Harris, Briggs and Booth",Marathahalli,2.9,131141,2157,No,Yes,Delivery,Desserts,Toit
Barnes LLC,MG Road,4.7,116936,4667,No,No,Casual Dining,Delivery,Nagarjuna
Owens Group,JP Nagar,2.2,97562,1986,Yes,Yes,Casual Dining,Desserts,Toit
Gardner-Hayes,Indiranagar,3.8,55507,5394,Yes,No,Dessert Parlor,Buffet,Truffles
Allen Inc,Marathahalli,4.6,74376,3497,No,No,Casual Dining,Buffet,Biergarten
"Walker, Castaneda and Brown",MG Road,3.8,121257,5559,Yes,Yes,Cafe,Cafes,The Fatty Bao
Woods and Sons,JP Nagar,2.3,75256,3301,No,No,Dessert Parlor,Cafes,The Black Pearl
Jones LLC,BTM,2.5,107703,1844,No,Yes,Delivery,Cafes,Truffles
Pearson-Myers,JP Nagar,2.6,17831,4416,No,Yes,Delivery,Buffet,Nagarjuna
Lane and Sons,Jayanagar,2.8,148467,3156,No,No,Delivery,Delivery,Toit
Anderson and Sons,JP Nagar,4.0,117372,2778,Yes,Yes,Dessert Parlor,Buffet,Windmills Craftworks
"Fernandez, Barajas and Evans",MG Road,2.4,36624,923,Yes,Yes,Quick Bites,Dine-out,Brew and Barbeque
Jackson-Weeks,Whitefield,4.1,88748,3092,No,No,Quick Bites,Buffet,Biergarten
"Hopkins, Walters and Hunt",JP Nagar,3.2,108331,569,No,Yes,Cafe,Dine-out,The Fatty Bao
Velazquez Group,Koramangala,2.2,48476,5269,No,Yes,Dessert Parlor,Delivery,TBC Sky Lounge
"Rosario, Chen and Casey",Marathahalli,2.0,146696,1369,Yes,Yes,Dessert Parlor,Dine-out,Brew and Barbeque
"Collins, Heath and Shepard",HSR,2.6,49867,5165,Yes,Yes,Dessert Parlor,Cafes,Toit
"Brown, Baxter and Sherman",Whitefield,4.0,80124,4851,No,Yes,Dessert Parlor,Cafes,Toit
"Serrano, Alexander and Gray",Marathahalli,4.3,86103,1823,Yes,No,Dessert Parlor,Dine-out,Windmills Craftworks
"Hudson, Smith and Dudley",Marathahalli,2.9,6313,612,No,Yes,Cafe,Cafes,The Fatty Bao
Montgomery-Jones,Jayanagar,4.9,98913,5177,No,Yes,Delivery,Delivery,Nagarjuna
Adams-Walker,Koramangala,2.2,107089,4341,Yes,No,Casual Dining,Desserts,Brew and Barbeque
"Davidson, Bailey and Payne",BTM,3.5,87617,5387,No,Yes,Dessert Parlor,Buffet,Biergarten
"Atkinson, Rodriguez and Jackson",Jayanagar,2.8,38372,1926,Yes,No,Delivery,Dine-out,Truffles
Diaz-Bradley,JP Nagar,3.7,79746,3582,Yes,No,Casual Dining,Cafes,Truffles
Ross-Cox,HSR,2.2,63177,2275,No,No,Delivery,Buffet,The Black Pearl
"Greene, Ramirez and Boone",Indiranagar,2.7,78197,5111,No,Yes,Dessert Parlor,Delivery,The Fatty Bao
Johnson-Dominguez,MG Road,2.9,131646,4696,No,No,Dessert Parlor,Dine-out,Windmills Craftworks
"Austin, Powell and Clark",Koramangala,3.6,66809,355,Yes,No,Casual Dining,Desserts,The Fatty Bao
"Taylor, Combs and Delgado",Church Street,4.0,109347,910,Yes,No,Cafe,Delivery,Empire
Woods-Sherman,MG Road,2.3,61701,1031,Yes,Yes,Casual Dining,Buffet,Nagarjuna
Jackson LLC,JP Nagar,2.4,110327,4997,Yes,Yes,Quick Bites,Buffet,Truffles
Stanley-Gray,Church Street,4.9,64943,5374,Yes,Yes,Quick Bites,Dine-out,Toit
"Johnson, Jones and Bell",Whitefield,2.8,25123,4305,No,Yes,Casual Dining,Delivery,Biergarten
"Vasquez, Cross and Bowman",JP Nagar,3.5,95381,1444,Yes,Yes,Quick Bites,Dine-out,The Fatty Bao
"Anderson, Clark and Thomas",JP Nagar,3.9,76317,239,Yes,Yes,Quick Bites,Buffet,Toit
"Gay, Dougherty and Jones",HSR,2.4,143996,5072,No,No,Quick Bites,Delivery,The Black Pearl
Torres Inc,HSR,3.7,4772,2206,Yes,No,Delivery,Cafes,The Fatty Bao
Hines-Baxter,Church Street,3.9,3612,263,Yes,Yes,Dessert Parlor,Delivery,Truffles
"Spencer, Kidd and Nichols",Jayanagar,4.5,55732,1626,No,No,Dessert Parlor,Dine-out,Windmills Craftworks
Castillo-Baldwin,JP Nagar,4.2,133785,4140,Yes,No,Casual Dining,Cafes,Windmills Craftworks
"Chung, Bell and Williams",Marathahalli,2.6,30227,1130,No,Yes,Dessert Parlor,Buffet,Toit
Johnson LLC,HSR,3.2,139742,1726,Yes,No,Casual Dining,Delivery,Nagarjuna
Rodriguez Group,JP Nagar,3.8,136239,279,Yes,No,Dessert Parlor,Delivery,Biergarten
"Moss, Holloway and Martin",JP Nagar,2.1,99739,5656,Yes,Yes,Cafe,Desserts,TBC Sky Lounge
"Roberts, Ingram and Buck",HSR,2.4,19953,4675,Yes,Yes,Cafe,Dine-out,Truffles
Weaver Inc,Jayanagar,2.1,38690,5570,Yes,Yes,Casual Dining,Dine-out,The Black Pearl
Lawrence Ltd,Whitefield,3.0,147859,3037,No,Yes,Dessert Parlor,Dine-out,Biergarten
Smith LLC,Jayanagar,3.2,6975,1031,Yes,No,Delivery,Desserts,The Black Pearl
"Miller, Lee and Hayes",Whitefield,4.3,122767,4599,No,Yes,Dessert Parlor,Delivery,Biergarten
"Stewart, Richardson and Collins",BTM,1.8,49503,4354,No,No,Quick Bites,Buffet,Truffles
Ray-Morgan,JP Nagar,4.2,44740,1601,Yes,No,Casual Dining,Buffet,Brew and Barbeque
"Parker, Roman and Cooper",JP Nagar,3.7,6080,2517,Yes,No,Quick Bites,Delivery,Nagarjuna
"Willis, Edwards and Curry",MG Road,2.5,19476,696,No,Yes,Delivery,Cafes,Brew and Barbeque
"Blackburn, Young and Wong",Indiranagar,3.3,131554,2820,Yes,No,Delivery,Buffet,Truffles
Molina-Moyer,Indiranagar,2.3,130183,4330,No,No,Delivery,Desserts,Truffles
"Pham, Davis and Potter",Indiranagar,4.1,146583,5566,Yes,Yes,Delivery,Buffet,Windmills Craftworks
Sawyer-Clark,Koramangala,4.4,89071,4377,Yes,No,Cafe,Delivery,The Black Pearl
Moore Group,Marathahalli,4.7,115842,1568,No,No,Quick Bites,Dine-out,Empire
"Simmons, Clark and Miller",HSR,3.5,30891,5849,Yes,Yes,Casual Dining,Cafes,The Black Pearl
Simmons-Murphy,Whitefield,4.1,16580,1783,No,Yes,Delivery,Dine-out,The Fatty Bao
Rojas-Ayala,MG Road,1.6,10375,3180,Yes,Yes,Cafe,Delivery,The Fatty Bao
Gonzalez LLC,BTM,1.7,122972,5426,No,No,Casual Dining,Delivery,Truffles
"Kennedy, Singleton and Francis",Indiranagar,3.8,71186,4629,No,No,Dessert Parlor,Buffet,Empire
Joseph Inc,MG Road,2.9,51191,5367,Yes,Yes,Cafe,Delivery,Truffles
Sloan Group,Church Street,1.6,78066,4648,Yes,Yes,Dessert Parlor,Desserts,The Black Pearl
Chavez-Snow,Church Street,1.7,32593,1017,No,No,Delivery,Buffet,The Fatty Bao
Woods LLC,Marathahalli,3.0,18681,4987,No,Yes,Cafe,Desserts,The Fatty Bao
Ortiz Ltd,Indiranagar,1.8,10236,4855,Yes,Yes,Delivery,Buffet,Windmills Craftworks
"Morse, Chang and Miranda",BTM,1.8,126670,4023,Yes,Yes,Quick Bites,Dine-out,Empire
Foster-Stephenson,Indiranagar,2.4,91762,2084,No,No,Dessert Parlor,Dine-out,Truffles
Mueller-Taylor,Marathahalli,3.8,84576,1753,Yes,Yes,Dessert Parlor,Cafes,Nagarjuna
"Houston, Drake and Page",HSR,3.4,137408,4820,No,Yes,Cafe,Desserts,Truffles
Mosley-Schmitt,HSR,4.9,44940,5274,Yes,Yes,Cafe,Buffet,Toit
Doyle-Pratt,HSR,4.0,66839,445,Yes,No,Delivery,Dine-out,Nagarjuna
"Mcbride, Shields and Cruz",MG Road,2.6,100705,2544,No,No,Quick Bites,Buffet,TBC Sky Lounge
"Garcia, Holmes and Le",Church Street,3.5,83658,3418,No,Yes,Quick Bites,Desserts,The Black Pearl
Holt-Olsen,MG Road,4.1,109142,5619,No,No,Quick Bites,Dine-out,Truffles
Prince Ltd,JP Nagar,2.7,59188,2122,No,Yes,Delivery,Dine-out,Toit
"Ramirez, Stephenson and Thomas",Whitefield,2.9,50979,2213,No,Yes,Casual Dining,Cafes,Biergarten
Taylor Group,Whitefield,2.8,51454,2292,No,Yes,Delivery,Dine-out,The Fatty Bao
Hernandez Ltd,HSR,4.3,138468,4759,No,Yes,Quick Bites,Dine-out,Brew and Barbeque
Hernandez-Harris,Marathahalli,1.6,72345,2381,No,No,Casual Dining,Cafes,TBC Sky Lounge
Taylor-Duke,Koramangala,4.5,38623,888,Yes,Yes,Delivery,Cafes,Windmills Craftworks
Moran LLC,Church Street,2.4,148810,2923,No,No,Quick Bites,Delivery,Empire
Mercado and Sons,MG Road,4.0,47099,5323,No,No,Quick Bites,Desserts,The Black Pearl
Wolf-Baker,BTM,1.8,29171,1207,No,No,Delivery,Desserts,Biergarten
George Inc,Koramangala,3.8,75579,1658,No,Yes,Cafe,Buffet,TBC Sky Lounge
Bradley-Gutierrez,BTM,2.3,138503,4261,No,Yes,Cafe,Dine-out,Toit
Smith Ltd,Indiranagar,3.1,31265,2338,No,Yes,Dessert Parlor,Dine-out,Windmills Craftworks
Evans-Wells,Marathahalli,4.6,46520,5830,Yes,Yes,Cafe,Buffet,Empire
"Kelly, Raymond and Garcia",HSR,2.4,51539,824,Yes,Yes,Quick Bites,Cafes,The Fatty Bao
"Russell, Mcgrath and Chan",Koramangala,4.7,62560,4119,No,Yes,Cafe,Dine-out,Toit
Terry-Patel,Whitefield,4.7,108999,308,No,No,Dessert Parlor,Buffet,The Black Pearl
"Rodriguez, Lopez and Black",Indiranagar,2.8,108333,2185,No,No,Dessert Parlor,Delivery,Biergarten
"Thomas, Leach and Garcia",Whitefield,3.3,128744,5096,Yes,No,Cafe,Delivery,The Fatty Bao
Mayer Inc,Whitefield,4.5,69808,3786,Yes,No,Dessert Parlor,Delivery,The Black Pearl
"Flores, Cherry and Good",Whitefield,4.7,83482,218,Yes,Yes,Casual Dining,Buffet,Toit
Evans and Sons,Indiranagar,4.7,13825,1733,No,Yes,Dessert Parlor,Desserts,Empire
Avila LLC,Jayanagar,4.3,134080,2058,Yes,Yes,Quick Bites,Delivery,Empire
Camacho-Nelson,Jayanagar,4.6,69287,5950,No,Yes,Cafe,Delivery,Truffles
Alexander-Weiss,Church Street,2.9,99815,5261,No,No,Quick Bites,Delivery,Toit
Mcdonald-Robbins,Whitefield,2.5,72955,2409,Yes,No,Delivery,Delivery,Truffles
Ramirez Inc,JP Nagar,4.4,44464,2220,No,Yes,Cafe,Desserts,Brew and Barbeque
Huang-Griffin,HSR,3.3,84435,5106,No,No,Cafe,Buffet,The Fatty Bao
Sloan-Clark,JP Nagar,4.6,128402,5953,Yes,Yes,Casual Dining,Cafes,Brew and Barbeque
"Mcpherson, Barry and Perez",Marathahalli,3.2,123015,5607,Yes,No,Delivery,Buffet,Toit
Parrish PLC,Marathahalli,2.6,26147,530,No,Yes,Dessert Parlor,Cafes,Empire
"Graves, Harris and King",Whitefield,2.6,73604,2083,Yes,Yes,Cafe,Buffet,Toit
Stewart-Moss,HSR,3.4,144592,5382,No,No,Delivery,Delivery,Nagarjuna
Davis Ltd,Jayanagar,2.2,80554,5741,No,No,Casual Dining,Buffet,Brew and Barbeque
Peterson and Sons,Whitefield,4.3,22835,666,Yes,No,Quick Bites,Buffet,Biergarten
Moran PLC,HSR,2.8,74907,1050,Yes,Yes,Cafe,Cafes,Nagarjuna
Mata Ltd,Koramangala,1.7,91508,5168,Yes,No,Delivery,Cafes,TBC Sky Lounge
"Smith, Rodgers and Townsend",BTM,2.1,72471,5450,Yes,No,Delivery,Desserts,Brew and Barbeque
Watkins-Walters,Indiranagar,4.4,109417,5785,No,No,Delivery,Dine-out,Truffles
Gardner-Brown,Koramangala,3.5,92447,1467,No,Yes,Quick Bites,Dine-out,Brew and Barbeque
Mcdaniel and Sons,MG Road,4.4,109929,3951,Yes,Yes,Delivery,Cafes,Biergarten
Smith-Pittman,HSR,4.5,45926,5288,No,No,Cafe,Dine-out,TBC Sky Lounge
"Kim, Hurley and Proctor",Church Street,2.9,66803,5759,Yes,Yes,Casual Dining,Dine-out,Empire
"Burns, Lawrence and Ewing",BTM,2.4,114739,207,Yes,No,Casual Dining,Cafes,Nagarjuna
Glass-Duncan,Whitefield,4.8,74162,1375,No,No,Delivery,Cafes,TBC Sky Lounge
"Crawford, Ray and Bailey",MG Road,2.7,52888,5735,No,No,Quick Bites,Cafes,Biergarten
Phillips Ltd,Church Street,2.5,18444,2758,Yes,No,Quick Bites,Delivery,Windmills Craftworks
Becker-Johnson,Indiranagar,3.3,36903,383,No,Yes,Quick Bites,Cafes,The Fatty Bao
Cohen and Sons,Whitefield,1.7,130604,4505,No,Yes,Delivery,Dine-out,Empire
Hamilton LLC,HSR,3.8,91584,5141,Yes,Yes,Dessert Parlor,Delivery,Windmills Craftworks
Garcia-Hawkins,Whitefield,4.0,17300,4140,Yes,No,Casual Dining,Dine-out,TBC Sky Lounge
"Herrera, Williams and Spence",JP Nagar,1.7,97974,2591,No,Yes,Dessert Parlor,Cafes,TBC Sky Lounge
Ball Inc,Jayanagar,3.8,112701,644,Yes,Yes,Dessert Parlor,Dine-out,The Black Pearl
Johnson-Cruz,JP Nagar,3.1,145060,4626,Yes,Yes,Casual Dining,Delivery,Nagarjuna
"Alexander, French and Nixon",JP Nagar,4.8,127286,3584,No,No,Delivery,Buffet,TBC Sky Lounge
"Hubbard, Gallagher and King",Jayanagar,2.7,119584,3292,No,No,Cafe,Cafes,Brew and Barbeque
Clark Group,Church Street,4.6,54543,2249,Yes,No,Cafe,Dine-out,Brew and Barbeque
"Bowers, Collins and Lozano",Whitefield,1.9,13254,1344,No,Yes,Dessert Parlor,Cafes,Brew and Barbeque
Johnson LLC,JP Nagar,2.3,12937,4602,Yes,Yes,Quick Bites,Dine-out,The Black Pearl
"Brown, Weaver and Hall",JP Nagar,2.8,18316,2750,No,No,Casual Dining,Buffet,Toit
Hebert Inc,HSR,2.8,4561,3740,Yes,No,Casual Dining,Buffet,Truffles
Matthews-Perkins,Koramangala,4.0,83850,5379,Yes,No,Cafe,Desserts,Truffles
"Hartman, Cardenas and Walter",Jayanagar,2.1,110127,2540,Yes,No,Quick Bites,Buffet,Nagarjuna
